Date,Open,High,Low,Close,Volume
2023-01-02,99.70591317912947,100.0248208440784,99.51954383519328,99.82527527511895,928551.0
2023-01-03,98.43967101945522,98.61346270469842,98.26670365984654,98.47085223568976,616390.0
2023-01-04,97.87092571978634,98.03393198217837,97.8120232420681,97.91204363496652,1991201.0
2023-01-05,99.66284127786012,99.83687210740732,99.5994693170925,99.60292106904971,1025284.0
2023-01-06,100.234253020917,100.46431058618582,100.23005808672121,100.39898275631643,1843057.0
2023-01-09,100.7459667853574,101.00611633358672,100.63941003272404,100.87158489131214,1306066.0
2023-01-10,100.26711032698535,100.36101657855745,100.04175635534803,100.20672766003536,
2023-01-11,100.2915612161688,100.31642344760489,100.19185528032051,100.26049813572074,708873.0
2023-01-12,99.1329349582589,99.24021061573531,98.82981573809167,98.95993719222793,1798399.0
2023-01-13,98.59436400067153,98.71896942876721,98.34466373550322,98.51370983638034,1877345.0
2023-01-16,98.37494958240461,98.46806145327085,98.09833906320355,98.22332289977703,1084576.0
2023-01-17,97.69386581653093,97.94222888241664,97.69266815510419,97.91769627786692,1597998.0
2023-01-18,98.8818975971563,98.97268136429496,98.77290192305634,98.95778165235099,1827701.0
2023-01-19,97.97339828605321,98.10367125346052,97.57841311053237,97.61254813220876,1387476.0
2023-01-20,96.75050757715081,96.91264365748887,96.5200076575395,96.67469952247133,547334.0
2023-01-23,95.54511262921605,95.72169796851531,95.32382357977568,95.40250630576243,1165651.0
2023-01-24,94.37504064938652,94.44831076081137,94.24073625561066,94.32359001032708,1627087.0
2023-01-25,94.47376591493799,94.65105837598391,94.33609394843361,94.39346806168498,1441601.0
2023-01-26,92.89831950770959,93.0936276290605,92.85566888780902,92.94124052569245,1955485.0
2023-01-27,94.21919466804617,94.29910039704394,93.52101765908527,93.55094544290499,148986.0
2023-01-30,93.33968589020323,93.48961038435644,93.26358124416461,93.41369867012796,1428374.0
2023-01-31,93.37739002754542,93.44683078068982,93.27699390495964,93.38454724668318,1182609.0
2023-02-01,93.18531840289116,93.65238310983268,93.01740972709568,93.63943902939863,460178.0
2023-02-02,93.48678374234082,93.48860227266762,93.20541034064648,93.28039775465453,688308.0
2023-02-03,94.09732956810211,94.2476281667074,94.03677732076098,94.20137554311823,1346163.0
2023-02-06,94.10110232972589,94.16047067943407,93.94712002853963,94.11254530583858,1787993.0
2023-02-07,94.62061974202726,94.85888037365609,94.48887153212495,94.72065243300848,1769435.0
2023-02-08,94.41156072290661,94.46747800158764,94.38988681124201,94.43775453479468,365169.0
